sep=,
AFV[Project Number],AFV[Project Name],AFV[Client],AFV[Probability],AFV[Business],AFV[Discipline],AFV[Business Code],AFV[Discipline Code],AFV[Next Sequence Number],AFV[Work Order Name],AFV[Work Order Type],AFV[Internal/External],AFV[Original Scope / Change],AFV[Start Date],AFV[End Date],AFV[InoEngineering AFV Revenue],AFV[InoSurveying AFV Revenue],AFV[Project Key],AFV[Work Order Title],AFV[Initial Value],AFV[Order Value],AFV[Cumulative Value],AFV[Value to Complete],AFV[Cost to Date],AFV[Manual Cost Adjustment],AFV[Anticipated Final Cost (EV)],AFV[Forecast Profit],AFV[Profit Margin],AFV[Link]
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,17,240207-AMEY-29017-CRQ019-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ019-THB_Assistance,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,18,240207-AMEY-29018-CRQ020-Dewsbury_Rd_Topo_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ020-Dewsbury_Rd_Topo_Assistance,1534.42,1534.42,1534.42,0,0,0,0,1534.42,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,19,240207-AMEY-29019-CRQ021-Wireless_Monitoring_Extension,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ021-Wireless_Monitoring_Extension,10120.97,10120.97,10120.97,0,0,0,0,10120.97,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,20,240207-AMEY-29020-CRQ022-TRU_W3_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ022-TRU_W3_Monitoring,12771.25,12771.25,12771.25,0,0,0,0,12771.25,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,21,240207-AMEY-29021-CRQ023-TRU_W4_Dewsbury_Span_6,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ023-TRU_W4_Dewsbury_Span_6,10328.89,10328.89,10328.89,0,0,0,0,10328.89,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,22,240207-AMEY-29022-CRQ024-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ024-THB_Assistance,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,16,240207-AMEY-29016-CRQ018-W3_TRU_TRUST_Course,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ018-W3_TRU_TRUST_Course,6064,6064,6064,0,0,0,0,6064,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,7,240207-AMEY-29007-CRQ008-W3_THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ008-W3_THB_Assistance,550,550,550,0,0,0,0,550,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,5,240207-AMEY-29005-CRQ006-SIEMENS_THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ006-SIEMENS_THB_Assistance,550,550,550,0,0,0,0,550,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,6,240207-AMEY-29006-CRQ007-W3_THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ007-W3_THB_Assistance,2200,2200,2200,0,0,0,0,2200,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,1,240207-AMEY-29001-CRQ001-Track_Topo_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ001-Track_Topo_Assistance,791.3,791.3,791.3,0,0,0,0,791.3,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,2,240207-AMEY-29002-CRQ002-TRU_W3_Track_Topo_Deighton_RRAP_V1,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ002-TRU_W3_Track_Topo_Deighton_RRAP_V1,1349.95,1349.95,1349.95,0,0,0,0,1349.95,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,3,240207-AMEY-29003-CRQ004-Track_Topo_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ004-Track_Topo_Assistance,791.3,791.3,791.3,0,0,0,0,791.3,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,4,240207-AMEY-29004-CRQ005-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ005-THB_Assistance,550,550,550,0,0,0,0,550,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,62,240207-AMEY-29062-CRQ073-TRU_W3_Flint_Street_CCTV_Survey,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ073-TRU_W3_Flint_Street_CCTV_Survey,1769.99,1769.99,1769.99,0,0,0,0,1769.99,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,24,240207-AMEY-29024-CRQ027-TRU_W3_Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ027-TRU_W3_Signal_Base_Monitoring,71988.38,71988.38,71988.38,0,0,0,0,71988.38,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,26,240207-AMEY-29026-CRQ029-W3-W4_OLE_Monitoring_Framwork,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ029-W3-W4_OLE_Monitoring_Framwork,64377.66,64377.66,64377.66,0,0,0,0,64377.66,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,46,240207-AMEY-29046-P-250310-CRQ057-W3_OLE_Monitoring_Wk52-Wk03,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,P-250310-CRQ057-W3_OLE_Monitoring_Wk52-Wk03,26271.2,26271.2,26271.2,0,0,0,0,26271.2,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,48,240207-AMEY-29048-CRQ059-TRU_W3_Topo_Eng,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ059-TRU_W3_Topo_Eng,5665,5665,5665,0,0,0,0,5665,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,49,240207-AMEY-29049-CRQ060-TRU_W4_THB_Assist_Ricky_Prince,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ060-TRU_W4_THB_Assist_Ricky_Prince,650,650,650,0,0,0,0,650,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,50,240207-AMEY-29050-CRQ061-TRU_W3_DIGGLE_THB_Andrew_Barry,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ061-TRU_W3_DIGGLE_THB_Andrew_Barry,650,650,650,0,0,0,0,650,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,51,240207-AMEY-29051-CRQ062-AMEY_W3_Wk04_SAT_NIGHT,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ062-AMEY_W3_Wk04_SAT_NIGHT,1028.39,1028.39,1028.39,0,0,0,0,1028.39,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,52,240207-AMEY-29052-CRQ063-TRU_W4_THB_Assist,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ063-TRU_W4_THB_Assist,614.07,614.07,614.07,0,0,0,0,614.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,45,240207-AMEY-29045-CRQ056-TRU_W3_THB_Assist,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ056-TRU_W3_THB_Assist,1300,1300,1300,0,0,0,0,1300,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,53,240207-AMEY-29053-CRQ064-TRU_W_Engineering_Assist,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ064-TRU_W_Engineering_Assist,791.97,791.97,791.97,0,0,0,0,791.97,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,55,240207-AMEY-29055-CRQ066-TRU_W4_THB_Ravensthorpe_RRAP,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ066-TRU_W4_THB_Ravensthorpe_RRAP,1364.07,1364.07,1364.07,0,0,0,0,1364.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,56,240207-AMEY-29056-CRQ067-TRU_W3_OLE_Monitoring_Framework,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ067-TRU_W3_OLE_Monitoring_Framework,123069.36,123069.36,123069.36,0,0,0,0,123069.36,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,57,240207-AMEY-29057-CRQ068-W4_OLE_Monitoring_Framework,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ068-W4_OLE_Monitoring_Framework,37284.11,37284.11,37284.11,0,0,0,0,37284.11,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,58,240207-AMEY-29058-CRQ069-W3_Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ069-W3_Signal_Base_Monitoring,7787.8,7787.8,7787.8,0,0,0,0,7787.8,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,59,240207-AMEY-29059-CRQ070_W3_THB_Assst_Cross_Church_Street,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ070_W3_THB_Assst_Cross_Church_Street,614.07,614.07,614.07,0,0,0,0,614.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,60,240207-AMEY-29060-CRQ071-TRU_W3_THB_Assist_Springwood_Jcn,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ071-TRU_W3_THB_Assist_Springwood_Jcn,550,550,550,0,0,0,0,550,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,54,240207-AMEY-29054-CRQ065-TRU_W3_Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ065-TRU_W3_Signal_Base_Monitoring,6492.6,6492.6,6492.6,0,0,0,0,6492.6,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,25,240207-AMEY-29025-CRQ028-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ028-THB_Assistance,2328.14,2328.14,2328.14,0,0,0,0,2328.14,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,44,240207-AMEY-29044-CRQ054-TRU_W4_Morley_Gedo,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ054-TRU_W4_Morley_Gedo,47814.98,47814.98,47814.98,0,0,0,0,47814.98,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,42,240207-AMEY-29042-CRQ051-TRU_W3_THB_Assist_H.Cope,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ051-TRU_W3_THB_Assist_H.Cope,614.07,614.07,614.07,0,0,0,0,614.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,27,240207-AMEY-29027-CRQ030-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ030-THB_Assistance,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,29,240207-AMEY-29029-CRQ032-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ032-THB_Assistance,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,30,240207-AMEY-29030-CRQ033-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ033-THB_Assistance,2328.14,2328.14,2328.14,0,0,0,0,2328.14,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,31,240207-AMEY-29031-CRQ034-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ034-THB_Assistance,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,32,240207-AMEY-29032-CRQ035-TRU_W3_Alder_Street_CCTV_Survey,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ035-TRU_W3_Alder_Street_CCTV_Survey,1132.59,1132.59,1132.59,0,0,0,0,1132.59,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,33,240207-AMEY-29033-CRQ036-Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ036-Signal_Base_Monitoring,255,255,255,0,0,0,0,255,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,43,240207-AMEY-29043-CRQ052-TRU_W4_THB_Assist_BATLEY_RRAP_Ricky_Prince,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ052-TRU_W4_THB_Assist_BATLEY_RRAP_Ricky_Prince,714.07,714.07,714.07,0,0,0,0,714.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,34,240207-AMEY-29034-CRQ037-Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ037-Signal_Base_Monitoring,7922.8,7922.8,7922.8,0,0,0,0,7922.8,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,37,240207-AMEY-29037-CRQ040-Gedo_Track_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ040-Gedo_Track_Monitoring,1216,1216,1216,0,0,0,0,1216,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,39,240207-AMEY-29039-CRQ045-W3-W4_Track_Topo_RRAP_wk46,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ045-W3-W4_Track_Topo_RRAP_wk46,5411.18,5411.18,5411.18,0,0,0,0,5411.18,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,40,240207-AMEY-29040-CRQ046-W3_OLE_Monitoring_Framework_Iss,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ046-W3_OLE_Monitoring_Framework_Iss,5885.6,5885.6,5885.6,0,0,0,0,5885.6,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,41,240207-AMEY-29041-CRQ050-TRU_W3_THB_Assist_RRAP_Install,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ050-TRU_W3_THB_Assist_RRAP_Install,1778.14,1778.14,1778.14,0,0,0,0,1778.14,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,35,240207-AMEY-29035-CRQ038-Signal_Base_Monitoring,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ038-Signal_Base_Monitoring,7922.8,7922.8,7922.8,0,0,0,0,7922.8,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,28,240207-AMEY-29028-CRQ031-THB_Assistance,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ031-THB_Assistance,614.07,614.07,614.07,0,0,0,0,614.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240207,TRU West Framework,Amey,1,InoSurveying,Surveying Change,2,9,66,240207-AMEY-29066-CRQ077-TRU_W3_THB_Assist_(LSC)_H.Cope,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,0,0,240207,CRQ077-TRU_W3_THB_Assist_(LSC)_H.Cope,136.07,136.07,136.07,0,0,0,0,136.07,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240207 Amey - TRU West Framework/02_Commercial/00_AFV/240207_Project_Dashboard.xlsx
240275,Whitefield Tunnel Bury New Road,Story,1,InoSurveying,Surveying Change,2,9,1,240275-Story-29001-CRQ001-Whitefield_Ferro_Scanning,Fixed Fee,Internal,Change,21/08/2025,31/12/2025,0,0,240275,CRQ001-Whitefield_Ferro_Scanning,1189.88,1189.88,1189.88,0,0,0,0,1189.88,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240275 Story - Whitefield Tunnel Bury New Road/02_Commercial/00_AFV/240275_Project_Dashboard.xlsx
240281,Wolverton Station Survey,Story,1,InoSurveying,Surveying Change,2,9,1,240281-Story-29001-CRQ-001-GPR,Fixed Fee,Internal,Change,04/08/2025,31/12/2025,0,0,240281,CRQ-001-GPR,4631.18,4631.18,4631.18,0,0,0,0,4631.18,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240281 Story - Wolverton Station Survey/02_Commercial/00_AFV/240281_Project_Dashboard.xlsx
240285,Runcorn Viaduct,CRSA,1,InoSurveying,Surveying Change,2,9,3,240285-CRSA-29003-CRQ004-Insuruction_004_06/12/24,Fixed Fee,Internal,Change,04/07/2025,31/12/2025,0,0,240285,CRQ004-Insuruction_004_06/12/24,903.24,903.24,903.24,0,0,0,0,903.24,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240285 CRSA - Runcorn Viaduct/02_Commercial/00_AFV/240285_Project_Dashboard.xlsx
240285,Runcorn Viaduct,CRSA,1,InoSurveying,Surveying Change,2,9,2,240285-CRSA-29002-CRQ003-Instruction_003_29/11/24,Fixed Fee,Internal,Change,04/07/2025,31/12/2025,0,0,240285,CRQ003-Instruction_003_29/11/24,903.24,903.24,903.24,0,0,0,0,903.24,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240285 CRSA - Runcorn Viaduct/02_Commercial/00_AFV/240285_Project_Dashboard.xlsx
240285,Runcorn Viaduct,CRSA,1,InoSurveying,Surveying Change,2,9,1,240285-CRSA-29001-CRQ002-Instruction_002_25/11/24,Fixed Fee,Internal,Change,04/07/2025,31/12/2025,0,0,240285,CRQ002-Instruction_002_25/11/24,903.24,903.24,903.24,0,0,0,0,903.24,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240285 CRSA - Runcorn Viaduct/02_Commercial/00_AFV/240285_Project_Dashboard.xlsx
240324,Camden 100 Chalk Farm Road,Regal London,1,InoSurveying,Surveying Change,2,9,1,240324-Regal London-29001-CRQ001-Demolition_Phas_Retaining_Wall_Monitoring,Fixed Fee,Internal,Change,28/08/2025,31/12/2025,0,0,240324,CRQ001-Demolition_Phas_Retaining_Wall_Monitoring,6668.17,6668.17,6668.17,0,0,0,0,6668.17,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240324 Regal London - Camden 100 Chalk Farm Road/02_Commercial/00_AFV/240324_Project_Dashboard.xlsx
